&ylabel:,Fraction of total tests 'positive',
date,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Virgin Islands,Washington,West Virginia,Wisconsin,Wyoming
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43902439024390244,,,
2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.2956521739130435,,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.22108843537414966,,,
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,0.17408123791102514,,,
2020-03-04,,,,0.06896551724137931,,0.1029126213592233,,,,,0.07692307692307693,1.0,,,,0.03125,,,,,,,,,1.0,,,,,,,0.16666666666666666,,,0.1111111111111111,1.0,,,,0.09375,,,0.15384615384615385,0.0,,,1.0,,,,,0.16819973718791065,,0.05,
2020-03-05,,,,0.06666666666666667,,0.1029126213592233,0.0,,,0.0,0.225,1.0,,,,0.029411764705882353,,,,,,,0.0,,0.9,,,,,0.0,0.06666666666666667,0.1111111111111111,1.0,,0.22448979591836735,1.0,,0.0,,0.0625,,,0.10526315789473684,0.0,,1.0,1.0,,,0.0,,0.15939447907390916,,0.05,
2020-03-06,,0.0,,0.08333333333333333,0.0,0.11494252873563218,0.041666666666666664,,0.0,0.0,0.140625,1.0,,,,0.02702702702702703,1.0,0.0,0.0,0.0,,,0.10344827586206896,,0.9245283018867925,0.0,,,,0.0,0.06666666666666667,0.09090909090909091,1.0,0.0,0.264,1.0,,0.0,,0.04477611940298507,1.0,,0.15,0.0,,1.0,1.0,,,0.0,,0.13650594865372573,0.0,0.03125,
2020-03-07,,0.0,,0.10204081632653061,0.0,0.12994350282485875,0.12698412698412698,,0.0,0.0,0.12280701754385964,1.0,,1.0,0.0,0.030456852791878174,1.0,0.0,0.0,0.1,,0.0,0.06818181818181818,,0.8767123287671232,0.02040816326530612,,,0.0,0.05555555555555555,0.06666666666666667,0.09090909090909091,1.0,0.0,0.4523809523809524,1.0,,0.0,1.0,0.08333333333333333,1.0,,0.0625,0.2,0.0,1.0,1.0,1.0,0.038461538461538464,0.0,,0.12787212787212787,0.0,0.03125,
2020-03-08,,0.0,,0.10204081632653061,0.0,0.16,0.07142857142857142,0.03333333333333333,0.0,0.09090909090909091,0.1259259259259259,1.0,,1.0,0.0,0.030456852791878174,1.0,0.0,0.08333333333333333,0.07142857142857142,0.0,0.0,0.05454545454545454,,0.865979381443299,0.02040816326530612,,1.0,0.0,0.05555555555555555,0.06666666666666667,0.09523809523809523,0.16216216216216217,0.0,0.5329949238578681,1.0,,0.0,0.1111111111111111,0.12280701754385964,1.0,,0.09090909090909091,0.2,0.0,1.0,1.0,1.0,0.03225806451612903,0.05263157894736842,,0.12554455445544555,0.0,0.03125,
2020-03-09,,0.0,,0.10204081632653061,0.0,0.1417910447761194,0.06338028169014084,0.02127659574468085,0.0,0.06666666666666667,0.11392405063291139,1.0,,1.0,0.0,0.03535353535353535,1.0,0.10344827586206896,0.08333333333333333,0.19047619047619047,0.16666666666666666,0.0,0.0641025641025641,,0.8758620689655172,0.024390243902439025,,1.0,0.0,0.07692307692307693,0.06666666666666667,0.09523809523809523,0.2391304347826087,0.0,0.6068376068376068,1.0,,0.21428571428571427,0.1111111111111111,0.0782122905027933,1.0,,0.09090909090909091,0.22580645161290322,0.0,1.0,1.0,1.0,0.02702702702702703,0.07317073170731707,,0.10647887323943662,0.0,0.02702702702702703,
2020-03-10,,0.0,,0.10526315789473684,0.0,0.16160388821385177,0.07792207792207792,0.03571428571428571,0.0,0.22727272727272727,0.07883817427385892,1.0,,1.0,0.0,0.07224334600760456,0.16666666666666666,0.2,0.05555555555555555,0.17647058823529413,0.08333333333333333,0.0,0.06315789473684211,,0.9017632241813602,0.022222222222222223,,1.0,0.0,0.06,0.06666666666666667,0.09523809523809523,0.2542372881355932,0.0,0.6528301886792452,1.0,0.0,0.17647058823529413,0.11764705882352941,0.06578947368421052,1.0,,0.04918032786885246,0.22580645161290322,0.0,1.0,1.0,1.0,0.01639344262295082,0.13114754098360656,,0.0914714151827554,0.0,0.05263157894736842,
2020-03-11,0.0,0.0,,0.1323529411764706,0.0,0.14631873252562907,0.1003584229390681,0.04054054054054054,0.05555555555555555,0.2,0.0851063829787234,1.0,,1.0,0.0,0.07224334600760456,0.23255813953488372,0.22033898305084745,0.023809523809523808,0.14814814814814814,0.13953488372093023,0.0,0.08737864077669903,,0.8971119133574007,0.02252252252252252,0.0,1.0,0.0,0.09615384615384616,0.028901734104046242,0.09523809523809523,0.2962962962962963,0.03333333333333333,0.7012987012987013,1.0,0.0,0.16,0.11764705882352941,0.06229508196721312,0.15384615384615385,,0.050505050505050504,0.21951219512195122,0.2777777777777778,0.12280701754385964,1.0,1.0,0.021505376344086023,0.13043478260869565,,0.08175355450236967,0.0,0.06521739130434782,
2020-03-12,0.0,0.0,,0.0989010989010989,0.2,0.1806797853309481,0.13119533527696792,0.06315789473684211,0.14814814814814814,0.3333333333333333,0.0960960960960961,1.0,,1.0,0.0,0.0859106529209622,0.1875,0.1728395061728395,0.08888888888888889,0.125,0.27450980392156865,0.015151515151515152,0.11320754716981132,1.0,0.8852459016393442,0.028481012658227847,0.023809523809523808,0.015384615384615385,0.02857142857142857,0.1111111111111111,0.04,0.06,0.28846153846153844,0.03125,0.7012987012987013,0.16666666666666666,0.07692307692307693,0.14285714285714285,0.07692307692307693,0.06229508196721312,0.15942028985507245,,0.050505050505050504,0.1724137931034483,0.22857142857142856,0.18556701030927836,1.0,0.02962962962962963,0.014492753623188406,0.12686567164179105,,0.07032212638619961,0.0,0.08695652173913043,1.0
2020-03-13,0.08333333333333333,0.016666666666666666,,0.08737864077669903,0.23076923076923078,0.1806797853309481,0.12080536912751678,0.05714285714285714,0.11764705882352941,0.3333333333333333,0.0946969696969697,1.0,,1.0,0.0,0.09815950920245399,0.1643835616438356,0.16161616161616163,0.06060606060606061,0.09322033898305085,0.4931506849315068,0.031914893617021274,0.15315315315315314,1.0,0.8766233766233766,0.025225225225225224,0.08888888888888889,0.0273972602739726,0.017857142857142856,0.13978494623655913,0.061452513966480445,0.06,0.3401360544217687,0.05,0.1315625,0.1485148514851485,0.025,0.20634920634920634,0.07692307692307693,0.08174386920980926,0.2265193370165746,,0.08974358974358974,0.13793103448275862,0.10975609756097561,0.18309859154929578,1.0,0.043795620437956206,0.021929824561403508,0.20408163265306123,,0.06505993205563745,0.0,0.10106382978723404,1.0
2020-03-14,0.21428571428571427,0.006944444444444444,,0.09022556390977443,0.15584415584415584,0.21575342465753425,0.1420534458509142,0.08088235294117647,0.14285714285714285,0.1694915254237288,0.13873873873873874,1.0,,1.0,0.011363636363636364,0.1270718232044199,0.16853932584269662,0.17,0.06060606060606061,0.0915032679738562,0.31875,0.031914893617021274,0.21666666666666667,1.0,0.8536759457530335,0.024193548387096774,0.06666666666666667,0.0425531914893617,0.046296296296296294,0.14893617021276595,0.10638297872340426,0.0319634703196347,0.3401360544217687,0.04048582995951417,0.15864365728125945,0.14375,0.01818181818181818,0.20634920634920634,0.1,0.08174386920980926,0.1865079365079365,,0.09174311926605505,0.10569105691056911,0.04712041884816754,0.19753086419753085,1.0,0.043795620437956206,0.023529411764705882,0.20408163265306123,,0.06527313266443702,0.0,0.10106382978723404,1.0
2020-03-15,0.3,0.006944444444444444,,0.09022556390977443,0.13445378151260504,0.24234904880066171,0.17282321899736147,0.13793103448275862,0.14285714285714285,0.16842105263157894,0.14609571788413098,1.0,,1.0,0.027932960893854747,0.12475633528265107,0.15702479338842976,0.1782178217821782,0.055944055944055944,0.1032258064516129,0.36585365853658536,0.031914893617021274,0.248,0.09876543209876543,0.8783382789317508,0.02461322081575246,0.10638297872340426,0.03937007874015748,0.06363636363636363,0.17525773195876287,0.1111111111111111,0.045774647887323945,0.44954128440366975,0.026262626262626262,0.13827769347496208,0.12355212355212356,0.010416666666666666,0.2057142857142857,0.07086614173228346,0.07894736842105263,0.23507462686567165,,0.06872852233676977,0.10982658959537572,0.026785714285714284,0.1989795918367347,1.0,0.1761006289308176,0.02877697841726619,0.11029411764705882,,0.06504354912647074,0.0,0.0953757225433526,1.0
2020-03-16,0.5,0.006944444444444444,,0.1258741258741259,0.14285714285714285,0.04028379028379028,0.17282321899736147,0.17218543046357615,0.18181818181818182,0.1504424778761062,0.1709090909090909,1.0,0.11538461538461539,1.0,0.018518518518518517,0.09073170731707317,0.17266187050359713,0.20952380952380953,0.062146892655367235,0.08235294117647059,0.3795379537953795,0.02176696542893726,0.2824427480916031,0.07484567901234568,0.8766439909297052,0.028526148969889066,0.04152249134948097,0.03529411764705882,0.03414634146341464,0.09574468085106383,0.2112676056338028,0.045774647887323945,0.5973154362416108,0.029159519725557463,0.17294738758419806,0.10030395136778116,0.008064516129032258,0.2631578947368421,0.05434782608695652,0.06310679611650485,0.10187667560321716,0.35714285714285715,0.06382978723404255,0.10646387832699619,0.01984126984126984,0.16149068322981366,1.0,0.22941176470588234,0.03373015873015873,0.10429447852760736,1.0,0.06427028569099727,0.0,0.0852994555353902,1.0
2020-03-17,0.5625,0.008902077151335312,,0.12345679012345678,0.1004566210045662,0.057065217391304345,0.13157894736842105,0.2469879518072289,0.3076923076923077,0.1746031746031746,0.16518650088809947,1.0,0.10869565217391304,1.0,0.019830028328611898,0.10607071380920614,0.18867924528301888,0.2169811320754717,0.037783375314861464,0.0694006309148265,0.32387706855791965,0.02397003745318352,0.37748344370860926,0.067390062821245,0.7926465717124875,0.025684931506849314,0.05398457583547558,0.037209302325581395,0.02572347266881029,0.09251101321585903,0.24663677130044842,0.0456989247311828,0.6209302325581395,0.018081761006289308,0.23591451568137664,0.07782101167315175,0.013452914798206279,0.32367149758454106,0.06439393939393939,0.06385869565217392,0.09846153846153846,0.2777777777777778,0.0539906103286385,0.09593023255813954,0.019572953736654804,0.18114143920595532,0.050473186119873815,0.2802197802197802,0.03166666666666667,0.0651750972762646,1.0,0.06303744561307342,0.0,0.06486486486486487,0.09523809523809523
