&ylabel:,Fraction of total tests 'positive',
2020-03-18,0.6216216216216216,0.014563106796116505,,0.1590909090909091,0.12267657992565056,0.07111266294227188,0.10166666666666667,0.35233160621761656,0.4098360655737705,0.1834319526627219,0.20402858999350226,0.1306366047745358,0.12307692307692308,0.1308411214953271,0.019230769230769232,0.14041930765480254,0.20207253886010362,0.25892857142857145,0.03695150115473441,0.06842105263157895,0.41739130434782606,0.025102159953298307,0.4748603351955307,0.06869220607661823,0.7056686046511628,0.027878349022447502,0.06627680311890838,0.04887218045112782,0.019646365422396856,0.10434782608695652,0.24663677130044842,0.04823747680890538,0.6920583468395461,0.0118946474086661,0.1631842159347811,0.03405405405405405,0.021897810218978103,0.38596491228070173,0.07125307125307126,0.06286672254819782,0.10075757575757575,0.1388888888888889,0.05759162303664921,0.09331259720062209,0.019572953736654804,0.21923937360178972,0.043523859465128475,0.3247422680412371,0.031914893617021274,0.06025039123630673,1.0,0.06271725681965475,0.008130081300813009,0.0629827688651218,0.07772020725388601
2020-03-19,0.7083333333333334,0.0136986301369863,,0.2009132420091324,0.12921348314606743,0.09514983008958913,0.09278350515463918,0.13714285714285715,0.45454545454545453,0.203125,0.20280811232449297,0.1567449481157837,0.14814814814814814,0.14678899082568808,0.023404255319148935,0.13409596441054972,0.14736842105263157,0.3140495867768595,0.07538802660753881,0.07157464212678936,0.43105590062111804,0.025765678172095283,0.5323383084577115,0.07276771528439784,0.6552057175970639,0.029295589203423306,0.08305647840531562,0.07228915662650602,0.015523932729624839,0.10112359550561797,0.05520046484601976,0.05909090909090909,0.7794117647058824,0.012513407222023596,0.18632202477113624,0.038722554890219564,0.02952755905511811,0.4594594594594595,0.08627450980392157,0.062103034580098804,0.10317902955939766,0.08196721311475409,0.06303724928366762,0.09331259720062209,0.019572953736654804,0.3061630218687873,0.06072186836518047,0.05111402359108781,0.03535353535353535,0.048881955278211126,1.0,0.06391211759206357,0.013793103448275862,0.06604175543246697,0.06228373702422145
2020-03-20,0.7431192660550459,0.017191977077363897,,0.23550724637681159,0.21476510067114093,0.092539392356577,0.09383468834688347,0.24310776942355888,0.5135135135135135,0.12412587412587413,0.2175732217573222,0.1760268231349539,0.14,0.17333333333333334,0.037520391517128875,0.13665031534688157,0.14259927797833935,0.06550218340611354,0.09544468546637744,0.07355242566510173,0.4543707973102786,0.024558380008616976,0.6131687242798354,0.07641761985884643,0.5945666617451646,0.02982365145228216,0.1032258064516129,0.11298076923076923,0.01689545934530095,0.11764705882352941,0.05188005711565921,0.05576679340937896,0.7712305025996534,0.011274252753015208,0.21901501834890677,0.04237550262913702,0.024390243902439025,0.5469255663430421,0.08347529812606473,0.0538497874350496,0.09429978888106967,0.109375,0.06323185011709602,0.0886214442013129,0.0206794682422452,0.28824273072060685,0.03676331248815615,0.05216581276199348,0.04395604395604396,0.04903225806451613,1.0,0.06492225301827406,0.030973451327433628,0.056268779022125105,0.054285714285714284
2020-03-21,0.8157894736842105,0.018134715025906734,,0.3023255813953488,0.17226277372262774,0.10209131545338442,0.09864130434782609,0.08434782608695653,0.5555555555555556,0.1320754716981132,0.09092165261848832,0.16546997389033943,0.12195121951219512,0.22981366459627328,0.03402854006586169,0.12065374138759814,0.15126050420168066,0.06087735004476276,0.11652542372881355,0.0703125,0.21014492753623187,0.03123662815575524,0.6690140845070423,0.0815311004784689,0.5514018691588785,0.03374083129584352,0.16766467065868262,0.16515837104072398,0.017152658662092625,0.09644670050761421,0.049441786283891544,0.053501945525291826,0.8186304750154226,0.014890282131661442,0.2279199771111649,0.034874905231235785,0.023952095808383235,0.6382428940568475,0.0864600326264274,0.0538497874350496,0.08967851099830795,0.12804878048780488,0.07112068965517242,0.10803127221037669,0.019858156028368795,0.10183914356299753,0.04661146887457835,0.053125,0.045936395759717315,0.05448028673835126,1.0,0.06585040071237756,0.03225806451612903,0.05724180077408841,0.049891540130151846
2020-03-22,0.08614232209737828,0.022727272727272728,,0.35023041474654376,0.18835616438356165,0.11962616822429907,0.1043956043956044,0.07193548387096774,0.6086956521739131,0.09289099526066351,0.09410430839002268,0.14925373134328357,0.17647058823529413,0.15434083601286175,0.03451109285127362,0.12608173076923077,0.13453815261044177,0.06896551724137931,0.13305613305613306,0.06301718650541056,0.23927958833619212,0.037824054398640033,0.7218934911242604,0.09081852897227295,0.5786606129398411,0.03611111111111111,0.1566994700984103,0.19607843137254902,0.026338147833474938,0.1188118811881188,0.07202426080363912,0.05187549880287311,0.8540829986613119,0.011927181418706842,0.24703180729955537,0.03960857409133271,0.021739130434782608,0.714867617107943,0.09103260869565218,0.053223140495867766,0.08800293955539225,0.11165048543689321,0.08177339901477833,0.11739915713425647,0.02759526938239159,0.13370399788191686,0.038145271813613525,0.049064787205204664,0.059375,0.06562780940964938,1.0,0.06709961333874517,0.030226700251889168,0.0582010582010582,0.05194805194805195
2020-03-23,0.09115720524017468,0.022727272727272728,,0.4616724738675958,0.16111111111111112,0.12118881118881118,0.108719646799117,0.09222222222222222,0.6538461538461539,0.09438567941415785,0.09571685466732058,0.152298283685145,0.15263157894736842,0.018598472268349386,0.03466076696165192,0.1291599025974026,0.13214285714285715,0.04888268156424581,0.16432865731462926,0.055734190782422297,0.19704102219233355,0.03692201518288475,0.7539267015706806,0.07583044402192149,0.5520694259012016,0.049515381373788456,0.1788793103448276,0.33152173913043476,0.0288135593220339,0.12315270935960591,0.06559571619812583,0.05371900826446281,0.8879175772713082,0.012068325287783142,0.2666402687478445,0.03519791419767718,0.021691973969631236,0.7594501718213058,0.10451612903225807,0.04973958333333333,0.08896256389004006,0.1409090909090909,0.08486789431545236,0.1689342403628118,0.035443037974683546,0.15821970671469,0.035007458975634016,0.05092133940955023,0.06377383300460224,0.06870435488233703,1.0,0.0691481197237145,0.034782608695652174,0.055719260648272165,0.042071197411003236
2020-03-24,0.0926324859974149,0.03522504892367906,,0.5328358208955224,0.1871244635193133,0.13514208563713515,0.11568123393316196,0.11660377358490566,0.7165354330708661,0.10285285285285285,0.09711809615516885,0.18708971553610504,0.13733905579399142,0.021003818876159302,0.02581311306143521,0.13383904438050398,0.1245308768338451,0.05084050840508405,0.04487179487179487,0.06574761399787911,0.161339067767058,0.039821599235425297,0.7878103837471784,0.07695658487004502,0.5263544986516303,0.045079146593255334,0.17094017094017094,0.33152173913043476,0.027235050325636473,0.05063291139240506,0.06568998109640832,0.06524547803617571,0.30625,0.013895864724594007,0.2811986413936671,0.046609673263848225,0.0228494623655914,0.8011363636363636,0.12604042806183116,0.04584338670761132,0.08963555930061091,0.1270358306188925,0.09365558912386707,0.129004329004329,0.036585365853658534,0.05963876967095851,0.03671532193068864,0.051348102352739136,0.07378984651711924,0.06487695749440715,1.0,0.07038276511190128,0.031746031746031744,0.05256498734759604,0.03924221921515562
2020-03-25,0.10064011379800854,0.024837374334713187,,0.5821474773609314,0.163075131042516,0.1288575180564675,0.11842617841838722,0.14835537470328924,0.7615894039735099,0.11394769613947696,0.09861632270168856,0.20181259103414792,0.13703703703703704,0.02023836294130875,0.037244897959183676,0.13125483848265185,0.14213349225268176,0.05325009181050312,0.050683829444891394,0.051952349437458634,0.15675486857043053,0.04479855682501503,0.8181818181818182,0.08774851145423353,0.4836610262382681,0.025010893246187365,0.19402985074626866,0.4910344827586207,0.026486756621689155,0.04468864468864469,0.07020997375328084,0.04383116883116883,0.2963511512050626,0.014615609470914937,0.2977512345500053,0.04805033844980456,0.021996615905245348,0.047683554592251425,0.1692466460268318,0.04584338670761132,0.09147727272727273,0.13858695652173914,0.09469153515064563,0.15548221488815547,0.047674418604651166,0.06646320786707359,0.07218022824959242,0.05060699137048413,0.08121827411167512,0.07281191806331472,0.2361111111111111,0.07176634660083676,0.04887218045112782,0.05480607082630692,0.04408817635270541
2020-03-26,0.12344474262015126,0.031720430107526884,,0.6244588744588745,0.1821642196846112,0.14745413519081724,0.13467261904761904,0.15247852945607956,0.7831325301204819,0.12439418416801293,0.09024371551195585,0.17084920457091643,0.1461038961038961,0.02133872416891285,0.05621572212065813,0.15260657807708497,0.13867985379488282,0.06492564381574174,0.05531774777741192,0.06,0.12784957568362082,0.04367427444350521,0.8605341246290801,0.09803341086910553,0.4297808764940239,0.026718146718146717,0.17471181556195967,0.5763490241102182,0.03228740336516599,0.044055522027761015,0.08207934336525308,0.04365838113448056,0.33481034230900325,0.014371872192993712,0.3051333289654721,0.04926413632842758,0.024868483978957436,0.05006930006930007,0.20563847429519072,0.04491758241758242,0.09306045895851721,0.14512471655328799,0.1156271899088998,0.16503800217155265,0.022783556215948488,0.06418941578912067,0.06516056758775206,0.052140077821011675,0.06316148856264937,0.07432541606075295,0.2361111111111111,0.07341768365637712,0.04713493530499076,0.05752644426362897,0.04796380090497738
2020-03-27,0.12303500314399497,0.028894472361809045,,0.08985471859357831,0.19781931464174454,0.18246389764335105,0.14127642758348152,0.15369047619047618,0.8190954773869347,0.12338262476894639,0.08933475493522018,0.20283831728332488,0.1457142857142857,0.023750840241989694,0.06615330766538327,0.14046977996472007,0.14143598615916955,0.05911949685534591,0.05887496356747304,0.061752988047808766,0.12856407135165504,0.047164514317798986,0.8917050691244239,0.10719510120768838,0.4065639966194009,0.028422480896950653,0.18445364765848996,0.6445086705202312,0.04002965159377316,0.04604550379198267,0.0798984468339307,0.044469462426118773,0.3478243733249251,0.01597556678021849,0.3062372644130824,0.05040961945031713,0.02608346709470305,0.05642959948384535,0.22901849217638692,0.04639175257731959,0.09546354480502711,0.13210702341137123,0.08090872857712236,0.16503800217155265,0.023721881390593048,0.07476228947859051,0.07314290543395588,0.05192557334487235,0.0691333982473223,0.08232247512607332,0.25675675675675674,0.07523695850593273,0.04097035040431267,0.06022028322128451,0.0546448087431694
2020-03-28,0.14262295081967213,0.02909962341663814,,0.10482708933717579,0.12088569718731298,0.18430454112416642,0.1485097636176773,0.15369047619047618,0.856,0.12087475149105367,0.09616908175521992,0.21409827164962447,0.1553672316384181,0.02680366316729953,0.06438969764837627,0.13695029618296653,0.14654454621149043,0.06377059704686497,0.06637843336724314,0.058949834081592815,0.13175152020984857,0.058529819694868236,0.07930924208506555,0.11855273287143957,0.39569663400085214,0.027342054684109367,0.20570896680111697,0.07673992673992674,0.03810930576070901,0.048,0.07287021825862473,0.04865990111891751,0.36460176991150445,0.020347288803664643,0.33551374299383074,0.0533462657613967,0.028699861687413553,0.06886080909001861,0.24213230571612074,0.04709005112072356,0.09823245848955543,0.11918951132300358,0.08597122302158273,0.1828978622327791,0.02556390977443609,0.07487185080161414,0.08123515439429929,0.053217821782178217,0.06830122591943957,0.08062404538511891,0.171875,0.07641871113700097,0.03955500618046971,0.060970347080944454,0.05266538214515093
2020-03-29,0.16152304609218437,0.03059388122375525,,0.06624855824682814,0.12337098175499565,0.21738964847469247,0.15524254293461887,0.16747899159663865,0.8656716417910447,0.12166488794023479,0.09802382491458121,0.21099968163005411,0.14358974358974358,0.02157142857142857,0.0609528257823447,0.16555003241841365,0.1540183112919634,0.0628154795288839,0.07068468867715488,0.07110629850207544,0.12701374188224318,0.06937208664655882,0.09114985654380932,0.12422614479406498,0.38970645487814376,0.028487285495837344,0.22845087402049427,0.06766249495357288,0.03583895741214801,0.05202312138728324,0.08065573770491803,0.045166737019839594,0.3759901129150048,0.02153370888606215,0.34528312833604086,0.05489575085774611,0.028381117868520128,0.07999032180014518,0.26254589963280295,0.04796079117801506,0.10144970856374234,0.13119834710743802,0.09380982769623485,0.2042755344418052,0.027976375505129002,0.07470593953533586,0.09906832298136646,0.05138283427428,0.06846750468039582,0.08389103591290414,0.15753424657534246,0.07772034424864165,0.04009936124911285,0.06296002717699015,0.0524390243902439
2020-03-30,0.13108499923699068,0.031198686371100164,,0.06903753207231936,0.08247602441150828,0.23881315750481552,0.17098411871908356,0.1760958904109589,0.1064516129032258,0.1300681154719429,0.10192185928712429,0.2207639107198994,0.14146341463414633,0.021875,0.06587335316617085,0.16609735269000853,0.1531995196431635,0.06437898572730033,0.07476635514018691,0.07294782319707543,0.11826756383510123,0.07495230307985827,0.09593319302057166,0.13202083187370092,0.33976436853260195,0.030602486452024225,0.2208029197080292,0.0724271162627327,0.039638386648122394,0.053133015756687434,0.08987962550156041,0.055087719298245616,0.3974199713330148,0.02120046515788532,0.35661346719008086,0.06264378834355828,0.02840761011206672,0.07087076076993584,0.2849526066350711,0.047038733214313434,0.1079389393619269,0.15746606334841629,0.11200891613262748,0.18190757128810225,0.028220173232746577,0.07869893580501201,0.08018394648829431,0.050365556458164096,0.0730491149339317,0.08473168300382124,0.19230769230769232,0.07980173482032218,0.04051446945337621,0.0714996779293787,0.04860392967942089
